species
"Abditibacterium utsteinense"
"Nocardia veterana"
"Nocardia vinacea"
"Nocardia vulneris"
"Nocardia wallacei"
"Nocardia xestospongiae"
"Nocardia xishanensis"
"Nocardia yamanashiensis"
"Nocardia yunnanensis"
"Nocardia zapadnayensis"
"Nocardia zhihengii"
"Nocardioides aestuarii"
"Nocardioides agariphilus"
"Nocardioides agrisoli"
"Nocardioides albertanoniae"
"Nocardioides albidus"
"Nocardioides albus"
"Nocardioides alkalitolerans"
"Nocardioides allogilvus"
"Nocardioides alpinus"
"Nocardioides antarcticus"
"Nocardioides aquaticus"
"Nocardioides aquiterrae"
"Nocardioides aromaticivorans"
"Nocardioides baekrokdamisoli"
"Nocardioides bigeumensis"
"Nocardioides caeni"
"Nocardioides caricicola"
"Nocardioides cavernae"
"Nocardioides conyzicola"
"Nocardioides currus"
"Nocardioides daecheongensis"
"Nocardioides daedukensis"
"Nocardioides daeguensis"
"Nocardioides daejeonensis"
"Nocardioides daphniae"
"Nocardioides deserti"
"Nocardioides dilutus"
"Nocardioides dokdonensis"
"Nocardioides dongxiaopingii"
"Nocardioides dubius"
"Nocardioides eburneiflavus"
"Nocardioides echinoideorum"
"Nocardioides endophyticus"
"Nocardioides euryhalodurans"
"Nocardioides exalbidus"
"Nocardioides fastidiosus"
"Nocardioides ferulae"
"Nocardioides flavus"
"Nocardioides fonticola"
"Nocardioides furvisabuli"
"Nocardioides ganghwensis"
"Nocardioides gansuensis"
"Nocardioides ginkgobilobae"
"Nocardioides ginsengagri"
"Nocardioides ginsengisegetis"
"Nocardioides ginsengisoli"
"Nocardioides glacieisoli"
"Nocardioides guangzhouensis"
"Nocardioides halotolerans"
"Nocardioides hankookensis"
"Nocardioides houyundeii"
"Nocardioides humi"
"Nocardioides hungaricus"
"Nocardioides hwasunensis"
"Nocardioides immobilis"
"Nocardioides insulae"
"Nocardioides intraradicalis"
"Nocardioides iriomotensis"
"Nocardioides islandensis"
"Nocardioides jejuensis"
"Nocardioides jensenii"
"Nocardioides jishulii"
"Nocardioides kandeliae"
"Nocardioides kongjuensis"
"Nocardioides koreensis"
"Nocardioides kribbensis"
"Nocardioides lentus"
"Nocardioides lianchengensis"
"Nocardioides litoris"
"Nocardioides litorisoli"
"Nocardioides luteus"
"Nocardioides maradonensis"
"Nocardioides marinisabuli"
"Nocardioides marinquilinus"
"Nocardioides marinus"
"Nocardioides massiliensis"
"Nocardioides mesophilus"
"Nocardioides montaniterrae"
"Nocardioides nanhaiensis"
"Nocardioides nitrophenolicus"
"Nocardioides oleivorans"
"Nocardioides opuntiae"
"Nocardioides pacificus"
"Nocardioides pakistanensis"
"Nocardioides panacihumi"
"Nocardioides panacisoli"
"Nocardioides panaciterrulae"
"Nocardioides panzhihuensis"
"Nocardioides paucivorans"
"Nocardioides pelophilus"
"Nocardioides perillae"
"Nocardioides phosphati"
"Nocardioides plantarum"
"Nocardioides psychrotolerans"
"Nocardioides pyridinolyticus"
"Nocardioides rotundus"
"Nocardioides rubriscoriae"
"Nocardioides salarius"
"Nocardioides salsibiostraticola"
"Nocardioides sambongensis"
"Nocardioides sediminis"
"Nocardioides seonyuensis"
"Nocardioides silvaticus"
"Nocardioides simplex"
"Nocardioides soli"
"Nocardioides solisilvae"
"Nocardioides sonneratiae"
"Nocardioides sp."
"Nocardioides szechwanensis"
"Nocardioides taihuensis"
"Nocardioides terrae"
"Nocardioides terrigena"
"Nocardioides thalensis"
"Nocardioides tritolerans"
"Nocardioides ultimimeridianus"
"Nocardioides ungokensis"
"Nocardioides vastitatis"
"Nocardioides yefusunii"
"Nocardioides zeae"
"Nocardioides zeicaulis"
"Nocardioides zhouii"
"Nocardiopsis aegyptia"
"Nocardiopsis akesuensis"
"Nocardiopsis alba"
"Nocardiopsis alba subsp. alba"
"Nocardiopsis alborubida"
"Nocardiopsis algeriensis"
"Nocardiopsis alkaliphila"
"Nocardiopsis ansamitocini"
"Nocardiopsis arvandica"
"Nocardiopsis chromatogenes"
"Nocardiopsis composta"
"Nocardiopsis coralliicola"
"Nocardiopsis dassonvillei"
"Nocardiopsis exhalans"
"Nocardiopsis fildesensis"
"Nocardiopsis flavescens"
"Nocardiopsis ganjiahuensis"
"Nocardiopsis gilva"
"Nocardiopsis halophila"
"Nocardiopsis halotolerans"
"Nocardiopsis kunsanensis"
"Nocardiopsis listeri"
"Nocardiopsis litoralis"
"Nocardiopsis lucentensis"
"Nocardiopsis mangrovei"
"Nocardiopsis metallicus"
"Nocardiopsis mwathae"
"Nocardiopsis nanhaiensis"
"Nocardiopsis nikkonensis"
"Nocardiopsis oceani"
"Nocardiopsis potens"
"Nocardiopsis prasina"
"Nocardiopsis quinghaiensis"
"Nocardiopsis rhizosphaerae"
"Nocardiopsis rhodophaea"
"Nocardiopsis rosea"
"Nocardiopsis salina"
"Nocardiopsis sediminis"
"Nocardiopsis sinuspersici"
"Nocardiopsis sp."
"Nocardiopsis synnemataformans"
"Nocardiopsis terrae"
"Nocardiopsis trehalosi"
"Nocardiopsis tropica"
"Nocardiopsis umidischolae"
"Nocardiopsis valliformis"
"Nocardiopsis xinjiangensis"
"Nodularia sp."
"Nonlabens aestuariivivens"
"Nonlabens agnitus"
"Nonlabens antarcticus"
"Nonlabens arenilitoris"
"Nonlabens dokdonensis"
"Nonlabens halophilus"
"Nonlabens sp."
"Nonlabens spongiae"
"Nonlabens tegetincola"
"Nonlabens ulvanivorans"
"Nonlabens xylanidelens"
"Nonomuraea africana"
"Nonomuraea angiospora"
"Nonomuraea antimicrobica"
"Nonomuraea bangladeshensis"
"Nonomuraea basaltis"
"Nonomuraea candida"
"Nonomuraea cavernae"
"Nonomuraea ceibae"
"Nonomuraea coxensis"
"Nonomuraea cypriaca"
"Nonomuraea deserti"
"Nonomuraea diastatica"
"Nonomuraea dietziae"
"Nonomuraea endophytica"
"Nonomuraea fastidiosa"
"Nonomuraea ferruginea"
"Nonomuraea flavida"
"Nonomuraea flexuosa"
"Nonomuraea fuscirosea"
"Nonomuraea gerenzanensis"
"Nonomuraea glycinis"
"Nonomuraea guangzhouensis"
"Nonomuraea harbinensis"
"Nonomuraea helvata"
"Nonomuraea indica"
"Nonomuraea insulae"
"Nonomuraea jabiensis"
"Nonomuraea jiangxiensis"
"Nonomuraea kuesteri"
"Nonomuraea lactucae"
"Nonomuraea longicatena"
"Nonomuraea longispora"
"Nonomuraea lycopersici"
"Nonomuraea maheshkhaliensis"
"Nonomuraea mangrovi"
"Nonomuraea maritima"
"Nonomuraea mesophila"
"Nonomuraea monospora"
"Nonomuraea muscovyensis"
"Nonomuraea phyllanthi"
"Nonomuraea polychroma"
"Nonomuraea purpurea"
"Nonomuraea pusilla"
"Nonomuraea recticatena"
"Nonomuraea rhizophila"
"Nonomuraea rhizosphaerae"
"Nonomuraea rhodomycinica"
"Nonomuraea rosea"
"Nonomuraea roseola"
"Nonomuraea roseoviolacea"
"Nonomuraea roseoviolacea subsp. carminata"
"Nonomuraea rubra"
"Nonomuraea salmonea"
"Nonomuraea shaanxiensis"
"Nonomuraea solani"
"Nonomuraea soli"
"Nonomuraea sp."
"Nonomuraea spiralis"
"Nonomuraea stahlianthi"
"Nonomuraea syzygii"
"Nonomuraea terrae"
"Nonomuraea terrinata"
"Nonomuraea thailandensis"
"Nonomuraea thermotolerans"
"Nonomuraea turkmeniaca"
"Nonomuraea typhae"
"Nonomuraea wenchangensis"
"Nonomuraea zeae"
"Nosocomiicoccus ampullae"
"Nosocomiicoccus massiliensis"
"Nostoc sp."
"Notoacmeibacter marinus"
"Noviherbaspirillum agri"
"Noviherbaspirillum aurantiacum"
"Noviherbaspirillum autotrophicum"
"Noviherbaspirillum canariense"
"Noviherbaspirillum denitrificans"
"Noviherbaspirillum humi"
"Noviherbaspirillum malthae"
"Noviherbaspirillum massiliense"
"Noviherbaspirillum psychrotolerans"
"Noviherbaspirillum soli"
"Noviherbaspirillum sp."
"Novimethylophilus kurashikiensis"
"Novipirellula artificiosorum"
"Novipirellula aureliae"
"Novipirellula galeiformis"
"Novipirellula maiorica"
"Novipirellula rosea"
"Novispirillum itersonii"
"Novispirillum itersonii subsp. nipponicum"
"Novosphingobium acidiphilum"
"Novosphingobium aquaticum"
"Novosphingobium aquimarinum"
"Novosphingobium arabidopsis"
"Novosphingobium aromaticivorans"
"Novosphingobium arvoryzae"
"Novosphingobium barchaimii"
"Novosphingobium bradum"
"Novosphingobium capsulatum"
"Novosphingobium chloroacetimidivorans"
"Novosphingobium clariflavum"
"Novosphingobium colocasiae"
"Novosphingobium endophyticum"
"Novosphingobium flavum"
"Novosphingobium fluoreni"
"Novosphingobium fontis"
"Novosphingobium fuchskuhlense"
"Novosphingobium ginsenosidimutans"
"Novosphingobium gossypii"
"Novosphingobium guangzhouense"
"Novosphingobium hassiacum"
"Novosphingobium humi"
"Novosphingobium indicum"
"Novosphingobium ipomoeae"
"Novosphingobium kunmingense"
"Novosphingobium lentum"
"Novosphingobium lindaniclasticum"
"Novosphingobium lotistagni"
"Novosphingobium lubricantis"
"Novosphingobium malaysiense"
"Novosphingobium marinum"
"Novosphingobium mathurense"
"Novosphingobium meiothermophilum"
"Novosphingobium naphthae"
"Novosphingobium naphthalenivorans"
"Novosphingobium nitrogenifigens"
"Novosphingobium oryzae"
"Novosphingobium panipatense"
"Novosphingobium pentaromativorans"
"Novosphingobium piscinae"
"Novosphingobium pokkalii"
"Novosphingobium resinovorum"
"Novosphingobium rhizosphaerae"
"Novosphingobium rosa"
"Novosphingobium sediminicola"
"Novosphingobium soli"
"Novosphingobium sp."
"Novosphingobium subterraneum"
"Novosphingobium taihuense"
"Novosphingopyxis baekryungensis"
"Nubsella zeaxanthinifaciens"
"Numidum massiliense"
"Obesumbacterium proteus"
"Oblitimonas alkaliphila"
"Occallatibacter riparius"
"Occallatibacter savannae"
"Occidentia massiliensis"
"Occultella aeris"
"Occultella glacieicola"
"Oceanibacterium hippocampi"
"Oceanibaculum indicum"
"Oceanibaculum nanhaiense"
"Oceanibaculum pacificum"
"Oceanicaulis alexandrii"
"Oceanicaulis stylophorae"
"Oceanicella actignis"
"Oceanicola granulosus"
"Oceanicola sp."
"Oceanidesulfovibrio gabonensis"
"Oceanidesulfovibrio indonesiensis"
"Oceanidesulfovibrio marinus"
"Oceaniglobus ichthyenteri"
"Oceaniglobus indicus"
"Oceanihabitans sediminis"
"Oceanimonas baumannii"
"Oceanimonas doudoroffii"
"Oceanimonas marisflavi"
"Oceanimonas smirnovii"
"Oceaniovalibus guishaninsula"
"Oceaniradius stylonematis"
"Oceanirhabdus sediminicola"
"Oceaniserpentilla haliotis"
"Oceanisphaera aquimarina"
"Oceanisphaera arctica"
"Oceanisphaera avium"
"Oceanisphaera donghaensis"
"Oceanisphaera litoralis"
"Oceanisphaera ostreae"
"Oceanisphaera psychrotolerans"
"Oceanisphaera sediminis"
"Oceanisphaera sp."
"Oceanispirochaeta crateris"
"Oceanispirochaeta litoralis"
"Oceanispirochaeta sediminicola"
"Oceanithermus desulfurans"
"Oceanithermus profundus"
"Oceanivirga miroungae"
"Oceanivirga salmonicida"
"Oceanobacillus caeni"
"Oceanobacillus chironomi"
"Oceanobacillus chungangensis"
"Oceanobacillus damuensis"
"Oceanobacillus endoradicis"
"Oceanobacillus halophilus"
"Oceanobacillus halotolerans"
"Oceanobacillus iheyensis"
"Oceanobacillus indicireducens"
"Oceanobacillus jeddahense"
"Oceanobacillus kapialis"
"Oceanobacillus kimchii"
"Oceanobacillus locisalsi"
"Oceanobacillus longus"
"Oceanobacillus massiliensis"
"Oceanobacillus neutriphilus"
"Oceanobacillus oncorhynchi"
"Oceanobacillus oncorhynchi subsp. incaldanensis"
"Oceanobacillus pacificus"
"Oceanobacillus picturae"
"Oceanobacillus piezotolerans"
"Oceanobacillus polygoni"
"Oceanobacillus profundus"
"Oceanobacillus rekensis"
"Oceanobacillus sojae"
"Oceanobacillus sp."
"Oceanobacillus zhaokaii"
"Oceanobacter kriegii"
"Oceanospirillum beijerinckii"
"Oceanospirillum linum"
"Oceanospirillum maris"
"Oceanospirillum multiglobuliferum"
"Oceanospirillum sanctuarii"
"Oceanospirillum vagum"
"Oceanotoga sp."
"Oceanotoga teriensis"
"Ochrobactrum soli"
"Ochrovirga pacifica"
"Octadecabacter antarcticus"
"Octadecabacter arcticus"
"Octadecabacter ascidiaceicola"
"Octadecabacter ponticola"
"Octadecabacter temperatus"
"Odoribacter denticanis"
"Odoribacter laneus"
"Odoribacter splanchnicus"
"Oecophyllibacter saccharovorans"
"Oenococcus alcoholitolerans"
"Oenococcus kitaharae"
"Oenococcus oeni"
"Oenococcus sicerae"
"Oerskovia enterophila"
"Oerskovia jenensis"
"Oerskovia paurometabola"
"Oerskovia sp."
"Oerskovia turbata"
"Oharaeibacter diazotrophicus"
"Ohtaekwangia koreensis"
"Ohtaekwangia kribbensis"
"Okibacterium endophyticum"
"Okibacterium fritillariae"
"Olegusella massiliensis"
"Oleiagrimonas citrea"
"Oleiagrimonas soli"
"Oleibacter marinus"
"Oleidesulfovibrio alaskensis"
"Oleidesulfovibrio vietnamensis"
"Oleiharenicola alkalitolerans"
"Oleiphilus messinensis"
"Oleisolibacter albus"
"Oleispira antarctica"
"Oligella ureolytica"
"Oligella urethralis"
"Oligoflexus tunisiensis"
"Oligosphaera ethanolica"
"Oliverpabstia intestinalis"
"Olivibacter composti"
"Olivibacter domesticus"
"Olivibacter ginsengisoli"
"Olivibacter ginsenosidimutans"
"Olivibacter jilunii"
"Olivibacter sitiensis"
"Olivibacter soli"
"Olivibacter sp."
"Olivibacter terrae"
"Olleya algicola"
"Olleya aquimaris"
"Olleya marilimosa"
"Olleya namhaensis"
"Olsenella gallinarum"
"Olsenella massiliensis"
"Olsenella porci"
"Olsenella profusa"
"Olsenella sp."
"Olsenella uli"
"Olsenella umbonata"
"Opitutus sp."
"Opitutus terrae"
"Orbus hercynius"
"Orbus sasakiae"
"Orenia chitinitropha"
"Orenia marismortui"
"Orenia metallireducens"
"Orenia salinaria"
"Orenia sivashensis"
"Oribacterium asaccharolyticum"
"Oribacterium parvum"
"Oribacterium sinus"
"Oricola cellulosilytica"
"Oricola thermophila"
"Ornatilinea apprima"
"Ornithinibacillus bavariensis"
"Ornithinibacillus californiensis"
"Ornithinibacillus caprae"
"Ornithinibacillus contaminans"
"Ornithinibacillus gellani"
"Ornithinibacillus halophilus"
"Ornithinibacillus salinisoli"
"Ornithinibacillus scapharcae"
"Ornithinibacillus sp."
"Ornithinibacter aureus"
"Ornithinicoccus halotolerans"
"Ornithinicoccus hortensis"
"Ornithinicoccus sp."
"Ornithinimicrobium cavernae"
"Ornithinimicrobium flavum"
"Ornithinimicrobium humiphilum"
"Ornithinimicrobium kibberense"
"Ornithinimicrobium murale"
"Ornithinimicrobium panacihumi"
"Ornithinimicrobium pekingense"
"Ornithinimicrobium sp."
"Ornithinimicrobium tianjinense"
"Ornithobacterium rhinotracheale"
"Oryzihumus leptocrescens"
"Oryzihumus soli"
"Oryzihumus sp."
"Oryzihumus terrae"
"Oryzisolibacter propanilivorax"
"Oryzobacter terrae"
"Oryzomicrobium terrae"
"Oscillatoria sp."
"Oscillibacter ruminantium"
"Oscillibacter sp."
"Oscillibacter valericigenes"
"Otariodibacter oris"
"Ottowia beijingensis"
"Ottowia flava"
"Ottowia konkukae"
"Ottowia oryzae"
"Ottowia pentelensis"
"Ottowia thiooxydans"
"Owenweeksia hongkongensis"
"Oxalicibacterium faecigallinarum"
"Oxalicibacterium flavum"
"Oxalicibacterium horti"
"Oxalicibacterium solurbis"
"Oxalobacter formigenes"
"Oxalobacter vibrioformis"
"Oxalophagus oxalicus"
"Oxobacter pfennigii"
"Pacificibacter aestuarii"
"Pacificibacter marinus"
"Pacificibacter maritimus"
"Pacificimonas aurantium"
"Pacificimonas flava"
"Pacificimonas sp."
"Pacificitalea manganoxidans"
"Paenalcaligenes hermetiae"
"Paenalcaligenes hominis"
"Paenarthrobacter aurescens"
"Paenarthrobacter histidinolovorans"
"Paenarthrobacter ilicis"
"Paenarthrobacter nicotinovorans"
"Paenarthrobacter nitroguajacolicus"
"Paenarthrobacter ureafaciens"
"Paenibacillus abyssi"
"Paenibacillus aceris"
"Paenibacillus aceti"
"Paenibacillus aestuarii"
"Paenibacillus agarexedens"
"Paenibacillus agaridevorans"
"Paenibacillus alba"
"Paenibacillus albidus"
"Paenibacillus albilobatus"
"Paenibacillus albus"
"Paenibacillus algicola"
"Paenibacillus alginolyticus"
"Paenibacillus algorifonticola"
"Paenibacillus alkaliterrae"
"Paenibacillus alvei"
"Paenibacillus amylolyticus"
"Paenibacillus anaericanus"
"Paenibacillus anseongense"
"Paenibacillus antarcticus"
"Paenibacillus antibioticophila"
"Paenibacillus apiarius"
"Paenibacillus apii"
"Paenibacillus apis"
"Paenibacillus arachidis"
"Paenibacillus arcticus"
"Paenibacillus assamensis"
"Paenibacillus aurantiacus"
"Paenibacillus azoreducens"
"Paenibacillus azotifigens"
"Paenibacillus azotofixans"
"Paenibacillus baekrokdamisoli"
"Paenibacillus barcinonensis"
"Paenibacillus barengoltzii"
"Paenibacillus beijingensis"
"Paenibacillus borealis"
"Paenibacillus bouchesdurhonensis"
"Paenibacillus bovis"
"Paenibacillus brasilensis"
"Paenibacillus brassicae"
"Paenibacillus camerounensis"
"Paenibacillus campinasensis"
"Paenibacillus castaneae"
"Paenibacillus catalpae"
"Paenibacillus cathormii"
"Paenibacillus cavernae"
"Paenibacillus cellulosilyticus"
"Paenibacillus chartarius"
"Paenibacillus chibensis"
"Paenibacillus chinjuensis"
"Paenibacillus chitinolyticus"
"Paenibacillus chondroitinus"
"Paenibacillus chungangensis"
"Paenibacillus cineris"
"Paenibacillus cisolokensis"
"Paenibacillus contaminans"
"Paenibacillus cookii"
"Paenibacillus crassostreae"
"Paenibacillus cucumis"
"Paenibacillus curdlanolyticus"
"Paenibacillus daejeonensis"
"Paenibacillus dakarensis"
"Paenibacillus darwinianus"
"Paenibacillus dendritiformis"
"Paenibacillus dokdonensis"
"Paenibacillus dongdonensis"
"Paenibacillus donghaensis"
"Paenibacillus doosanensis"
"Paenibacillus durus"
"Paenibacillus edaphicus"
"Paenibacillus ehimensis"
"Paenibacillus elgii"
"Paenibacillus elymi"
"Paenibacillus endophyticus"
"Paenibacillus esterisolvens"
"Paenibacillus etheri"
"Paenibacillus eucommiae"
"Paenibacillus faecis"
"Paenibacillus favisporus"
"Paenibacillus filicis"
"Paenibacillus flagellatus"
"Paenibacillus fonticola"
"Paenibacillus forsythiae"
"Paenibacillus frigoriresistens"
"Paenibacillus gansuensis"
"Paenibacillus gelatinilyticus"
"Paenibacillus ginsengarvi"
"Paenibacillus ginsengihumi"
"Paenibacillus ginsengiterrae"
"Paenibacillus glacialis"
"Paenibacillus glucanolyticus"
"Paenibacillus glycanilyticus"
"Paenibacillus gorillae"
"Paenibacillus graminis"
"Paenibacillus harenae"
"Paenibacillus hemerocallicola"
"Paenibacillus herberti"
"Paenibacillus hispanicus"
"Paenibacillus hodogayensis"
"Paenibacillus hordei"
"Paenibacillus humi"
"Paenibacillus humicus"
"Paenibacillus hunanensis"
"Paenibacillus ihbetae"
"Paenibacillus ihumii"
"Paenibacillus illinoisensis"
"Paenibacillus insulae"
"Paenibacillus intestini"
"Paenibacillus jilunlii"
"Paenibacillus kobensis"
"Paenibacillus koleovorans"
"Paenibacillus konkukensis"
"Paenibacillus konsidensis"
"Paenibacillus koreensis"
"Paenibacillus kribbensis"
"Paenibacillus kyungheensis"
"Paenibacillus lactis"
"Paenibacillus lacus"
"Paenibacillus larvae"
"Paenibacillus lautus"
"Paenibacillus lentimorbus"
"Paenibacillus lentus"
"Paenibacillus liaoningensis"
"Paenibacillus limicola"
"Paenibacillus lupini"
"Paenibacillus luteus"
"Paenibacillus lutimineralis"
"Paenibacillus lycopersici"
"Paenibacillus macerans"
"Paenibacillus macquariensis"
"Paenibacillus macquariensis subsp. defensor"
"Paenibacillus macquariensis subsp. macquariensis"
"Paenibacillus marchantiophytorum"
"Paenibacillus marinisediminis"
"Paenibacillus marinum"
"Paenibacillus massiliensis"
"Paenibacillus massiliensis subsp. panacisoli"
"Paenibacillus maysiensis"
"Paenibacillus medicaginis"
"Paenibacillus mendelii"
"Paenibacillus methanolicus"
"Paenibacillus mobilis"
"Paenibacillus montanisoli"
"Paenibacillus montaniterrae"
"Paenibacillus motobuensis"
"Paenibacillus mucilaginosus"
"Paenibacillus nanensis"
"Paenibacillus naphthalenovorans"
"Paenibacillus nasutitermitis"
"Paenibacillus nebraskensis"
"Paenibacillus nematophilus"
"Paenibacillus nicotianae"
"Paenibacillus oceanisediminis"
"Paenibacillus odorifer"
"Paenibacillus oenotherae"
"Paenibacillus oralis"
"Paenibacillus oryzae"
"Paenibacillus oryzisoli"
"Paenibacillus ottowii"
"Paenibacillus pabuli"
"Paenibacillus paeoniae"
"Paenibacillus panacihumi"
"Paenibacillus panaciterrae"
"Paenibacillus paridis"
"Paenibacillus pasadenensis"
"Paenibacillus pectinilyticus"
"Paenibacillus peoriae"
"Paenibacillus periandrae"
"Paenibacillus phocaensis"
"Paenibacillus phoenicis"
"Paenibacillus phyllosphaerae"
"Paenibacillus physcomitrellae"
"Paenibacillus pini"
"Paenibacillus pinihumi"
"Paenibacillus pinisoli"
"Paenibacillus pinistramenti"
"Paenibacillus piri"
"Paenibacillus pocheonensis"
"Paenibacillus polymyxa"
"Paenibacillus polysaccharolyticus"
"Paenibacillus popilliae"
"Paenibacillus populi"
"Paenibacillus prosopidis"
"Paenibacillus provencensis"
"Paenibacillus psychroresistens"
"Paenibacillus pueri"
"Paenibacillus puernese"
"Paenibacillus puldeungensis"
"Paenibacillus purispatii"
"Paenibacillus qingshengii"
"Paenibacillus qinlingensis"
"Paenibacillus radicis"
"Paenibacillus relictisesami"
"Paenibacillus residui"
"Paenibacillus rhizophilus"
"Paenibacillus rhizoplanae"
"Paenibacillus rhizoryzae"
"Paenibacillus rhizosphaerae"
"Paenibacillus rhizovicinus"
"Paenibacillus rigui"
"Paenibacillus ripae"
"Paenibacillus rubinfantis"
"Paenibacillus sabinae"
"Paenibacillus sacheonensis"
"Paenibacillus salinicaeni"
"Paenibacillus sanguinis"
"Paenibacillus sediminis"
"Paenibacillus segetis"
"Paenibacillus selenii"
"Paenibacillus senegalensis"
"Paenibacillus senegalimassiliensis"
"Paenibacillus septentrionalis"
"Paenibacillus sepulcri"
"Paenibacillus shenyangensis"
"Paenibacillus shirakamiensis"
"Paenibacillus shunpengii"
"Paenibacillus siamensis"
"Paenibacillus silagei"
"Paenibacillus silvae"
"Paenibacillus sinopodophylli"
"Paenibacillus solanacearum"
"Paenibacillus solani"
"Paenibacillus soli"
"Paenibacillus solisilvae"
"Paenibacillus sonchi"
"Paenibacillus sophorae"
"Paenibacillus sp."
"Paenibacillus sputi"
"Paenibacillus stellifer"
"Paenibacillus susongensis"
"Paenibacillus swuensis"
"Paenibacillus taichungensis"
"Paenibacillus taihuensis"
"Paenibacillus taiwanensis"
"Paenibacillus taohuashanense"
"Paenibacillus tarimensis"
"Paenibacillus telluris"
"Paenibacillus tengchongensis"
"Paenibacillus terrae"
"Paenibacillus terreus"
"Paenibacillus terrigena"
"Paenibacillus thailandensis"
"Paenibacillus thalictri"
"Paenibacillus thermoaerophilus"
"Paenibacillus thiaminolyticus"
"Paenibacillus tianmuensis"
"Paenibacillus tibetensis"
"Paenibacillus timonensis"
"Paenibacillus translucens"
"Paenibacillus tritici"
"Paenibacillus triticisoli"
"Paenibacillus tuaregi"
"Paenibacillus tundrae"
"Paenibacillus turicensis"
"Paenibacillus tylopili"
"Paenibacillus typhae"
"Paenibacillus tyrfis"
"Paenibacillus uliginis"
"Paenibacillus urinalis"
"Paenibacillus validus"
"Paenibacillus vini"
"Paenibacillus vulneris"
"Paenibacillus wenxiniae"
"Paenibacillus wooponensis"
"Paenibacillus woosongensis"
"Paenibacillus wulumuqiensis"
"Paenibacillus wynnii"
"Paenibacillus xanthanilyticus"
"Paenibacillus xerothermodurans"
"Paenibacillus xinjiangensis"
"Paenibacillus xylanexedens"
"Paenibacillus xylaniclasticus"
"Paenibacillus xylanilyticus"
"Paenibacillus xylanisolvens"
"Paenibacillus xylanivorans"
"Paenibacillus yanchengensis"
"Paenibacillus yonginensis"
"Paenibacillus yunnanensis"
"Paenibacillus zanthoxyli"
"Paenibacillus zeisoli"
"Paeniclostridium ghonii"
"Paeniclostridium sordellii"
"Paeniglutamicibacter antarcticus"
"Paeniglutamicibacter cryotolerans"
"Paeniglutamicibacter gangotriensis"
"Paeniglutamicibacter kerguelensis"
"Paeniglutamicibacter psychrophenolicus"
"Paeniglutamicibacter sp."
"Paeniglutamicibacter sulfureus"
"Paenimaribius caenipelagi"
"Paenisporosarcina antarctica"
"Paenisporosarcina indica"
"Paenisporosarcina macmurdoensis"
"Paenisporosarcina quisquiliarum"
"Paenisporosarcina sp."
"Paenochrobactrum gallinarii"
"Paenochrobactrum glaciei"
"Paenochrobactrum pullorum"
"Palaeococcus ferrophilus"
"Palaeococcus helgesonii"
"Palaeococcus pacificus"
"Palleronia marisminoris"
"Palleronia rufa"
"Paludibacter jiangxiensis"
"Paludibacter propionicigenes"
"Paludibacterium paludis"
"Paludibacterium purpuratum"
"Paludibacterium sp."
"Paludibacterium yongneupense"
"Paludibaculum fermentans"
"Paludicola psychrotolerans"
"Paludifilum halophilum"
"Paludirhabdus pumila"
"Paludirhabdus telluriireducens"
"Paludisphaera borealis"
"Paludisphaera soli"
"Panacagrimonas perspica"
"Panacibacter ginsenosidivorans"
"Pandoraea apista"
"Pandoraea cepalis"
"Pandoraea faecigallinarum"
"Pandoraea fibrosis"
"Pandoraea norimbergensis"
"Pandoraea oxalativorans"
"Pandoraea pnomenusa"
"Pandoraea pulmonicola"
"Pandoraea sp."
"Pandoraea sputorum"
"Pandoraea terrae"
"Pandoraea thiooxydans"
"Pandoraea vervacti"
"Pannonibacter carbonis"
"Pannonibacter indicus"
"Pannonibacter phragmitetus"
"Pantoea agglomerans"
"Pantoea allii"
"Pantoea ananatis"
"Pantoea anthophila"
"Pantoea brenneri"
"Pantoea coffeiphila"
"Pantoea conspicua"
"Pantoea cypripedii"
"Pantoea deleyi"
"Pantoea dispersa"
"Pantoea eucalypti"
"Pantoea eucrina"
"Pantoea rodasii"
"Pantoea rwandensis"
"Pantoea septica"
"Pantoea sp."
"Pantoea stewartii"
"Pantoea stewartii subsp. indologenes"
"Pantoea stewartii subsp. stewartii"
"Pantoea vagans"
"Pantoea wallisii"
"Papillibacter cinnamivorans"
"Parabacteroides acidifaciens"
"Parabacteroides chartae"
"Parabacteroides chinchillae"
"Parabacteroides distasonis"
"Parabacteroides faecis"
"Parabacteroides goldsteinii"
"Parabacteroides gordonii"
"Parabacteroides johnsonii"
"Parabacteroides merdae"
"Parabacteroides sp."
"Paraburkholderia acidipaludis"
"Paraburkholderia aromaticivorans"
"Paraburkholderia aspalathi"
"Paraburkholderia atlantica"
"Paraburkholderia azotifigens"
"Paraburkholderia bryophila"
"Paraburkholderia caballeronis"
"Paraburkholderia caffeinilytica"
"Paraburkholderia caledonica"
"Paraburkholderia caribensis"
"Paraburkholderia caseinilytica"
"Paraburkholderia denitrificans"
"Paraburkholderia diazotrophica"
"Paraburkholderia dilworthii"
"Paraburkholderia dinghuensis"
"Paraburkholderia eburnea"
"Paraburkholderia ferrariae"
"Paraburkholderia flava"
"Paraburkholderia franconis"
"Paraburkholderia fungorum"
"Paraburkholderia fynbosensis"
"Paraburkholderia ginsengisoli"
"Paraburkholderia ginsengiterrae"
"Paraburkholderia graminis"
"Paraburkholderia heleia"
"Paraburkholderia hospita"
"Paraburkholderia insulsa"
